time_start	date_start	test_file	Pre_total_node_count	Pre_tot_phi_node_count	Pre_tot_lambda_node_count	Pre_tot_apply_node_count	Pre_tot_lambdas_inside_phis	Pre_lambdas_exported	Pre_Max_NC_for_exported_lambdas	Pre_Avg_NC_for_exported_lambdas	Pre_Min_NC_for_exported_lambdas	Pre_Max_SCC_for_exported_lambdas	Pre_Avg_SCC_for_exported_lambdas	Pre_Min_SCC_for_exported_lambdas	Pre_Max_NC	Pre_Avg_NC	Pre_Min_NC	Pre_Max_SCC	Pre_Avg_SCC	Pre_Min_SCC	Pre_Max_CIN	Pre_Avg_CIN	Pre_Min_CIN	Pre_Max_PC	Pre_Avg_PC	Pre_Min_PC	Pre_Max_CPC	Pre_Avg_CPC	Pre_Min_CPC	Pre_Max_LND	Pre_Avg_LND	Pre_Min_LND	loop_breakers_size	static_known_applies	static_known_applies_minus_loop_breakers	inlines_performed	applies_after_inlining	wall_clock_ms	Post_total_node_count	Post_tot_phi_node_count	Post_tot_lambda_node_count	Post_tot_apply_node_count	Post_tot_lambdas_inside_phis	Post_lambdas_exported	Post_Max_NC_for_exported_lambdas	Post_Avg_NC_for_exported_lambdas	Post_Min_NC_for_exported_lambdas	Post_Max_SCC_for_exported_lambdas	Post_Avg_SCC_for_exported_lambdas	Post_Min_SCC_for_exported_lambdas	Post_Max_NC	Post_Avg_NC	Post_Min_NC	Post_Max_SCC	Post_Avg_SCC	Post_Min_SCC	Post_Max_CIN	Post_Avg_CIN	Post_Min_CIN	Post_Max_PC	Post_Avg_PC	Post_Min_PC	Post_Max_CPC	Post_Avg_CPC	Post_Min_CPC	Post_Max_LND	Post_Avg_LND	Post_Min_LND	duration_secs
20:39:30	15.06.2015	gromacs/strdb.s	551	0	7	43	0	7	111	64.2857	19	111	64.2857	19	111	64.2857	19	2	1.14286	1	111	64.2857	19	5	2.30233	1	4	0.627907	0	1	0.372093	0	0	1	1	0	1	0.31563	551	0	7	43	0	7	111	64.2857	19	111	64.2857	19	111	64.2857	19	2	1.14286	1	111	64.2857	19	5	2.30233	1	4	0.627907	0	1	0.372093	0	00:00:00.062
20:39:30	15.06.2015	gromacs/princ.s	1744	0	12	32	0	6	705	114.083	5	705	114.083	5	705	114.083	5	6	1.83333	1	705	114.083	5	6	2.6875	1	5	0.3125	0	1	0.40625	0	0	16	16	10	1	52.2775	1594	0	7	17	0	6	715	176.143	5	715	176.143	5	715	176.143	5	1	1	1	715	176.143	5	5	2.88235	1	5	0.588235	0	1	0.352941	0	00:00:03.3541
20:39:34	15.06.2015	gromacs/mvdata.s	2139	0	26	160	0	2	185	74.5385	14	185	74.5385	14	185	74.5385	14	3	1.23077	1	185	74.5385	14	5	3.68125	1	5	1.2875	0	2	0.15	0	0	30	30	15	1	46.7723	761	0	3	45	0	2	359	205.667	34	359	205.667	34	359	205.667	34	1	1	1	359	205.667	34	5	3.64444	2	2	1.28889	0	1	0.0444444	0	00:00:00.212
20:39:34	15.06.2015	gromacs/disre.s	2702	0	7	29	0	3	752	218.571	5	752	218.571	5	752	218.571	5	2	1.28571	1	752	218.571	5	5	2.34483	1	0	0	0	2	1.03448	0	0	6	6	5	1	1176.77	2755	0	4	24	0	3	842	396.5	24	842	396.5	24	842	396.5	24	1	1	1	842	396.5	24	5	2.33333	1	0	0	0	2	0.875	0	00:00:04.4320
20:39:38	15.06.2015	gromacs/random.s	1321	0	9	19	0	6	333	101	12	333	101	12	333	101	12	3	1.77778	1	333	101	12	9	3	0	4	0.263158	0	2	0.315789	0	0	10	10	8	2	162.892	1427	0	6	12	0	6	512	169.667	38	512	169.667	38	512	169.667	38	2	1.33333	1	512	169.667	38	9	3.33333	0	4	0.416667	0	1	0.25	0	00:00:00.456
20:39:39	15.06.2015	gromacs/calcmu.s	262	0	3	2	0	2	145	66	23	145	66	23	145	66	23	1	1	1	145	66	23	4	3	2	2	1	0	0	0	0	0	1	1	1	0	0.484659	258	0	2	1	0	2	145	97.5	50	145	97.5	50	145	97.5	50	1	1	1	145	97.5	50	4	4	4	2	2	2	0	0	0	00:00:00.048
20:39:39	15.06.2015	gromacs/pppm.s	2940	0	12	72	0	9	405	185.333	5	405	185.333	5	405	185.333	5	3	2.16667	1	405	185.333	5	16	4.48611	1	4	0.666667	0	1	0.194444	0	0	17	17	8	9	329.896	3062	0	11	64	0	9	483	213.364	38	483	213.364	38	483	213.364	38	3	1.63636	1	483	213.364	38	12	4.3125	1	4	0.75	0	1	0.125	0	00:00:01.1376
20:39:40	15.06.2015	gromacs/3dview.s	1609	0	16	63	0	13	215	73.125	12	215	73.125	12	215	73.125	12	10	3.25	1	215	73.125	12	5	1.85714	1	5	0.222222	0	2	0.111111	0	0	39	39	25	1	85.9693	1434	0	13	30	0	13	324	81.0769	12	324	81.0769	12	324	81.0769	12	2	1.07692	1	324	81.0769	12	5	1.66667	1	5	0.3	0	2	0.166667	0	00:00:00.348
20:39:40	15.06.2015	gromacs/smalloc.s	267	1	6	18	1	5	51	37.8333	17	51	37.8333	17	51	37.8333	17	2	1.16667	1	51	37.8333	17	5	1.38889	0	3	0.333333	0	1	0.111111	0	1	2	1	1	0	0.603091	279	1	6	17	1	5	51	39.8333	17	51	39.8333	17	51	39.8333	17	1	1	1	51	39.8333	17	5	1.47059	0	3	0.352941	0	1	0.117647	0	00:00:00.024
20:39:40	15.06.2015	gromacs/mdatom.s	2031	0	3	52	0	3	963	522.333	155	963	522.333	155	963	522.333	155	1	1	1	963	522.333	155	5	4.01923	1	5	1.78846	0	1	0.115385	0	0	0	0	0	0	3.90748	2031	0	3	52	0	3	963	522.333	155	963	522.333	155	963	522.333	155	1	1	1	963	522.333	155	5	4.01923	1	5	1.78846	0	1	0.115385	0	00:00:08.8182
20:39:49	15.06.2015	gromacs/macros.s	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00:00:00.004
20:39:49	15.06.2015	gromacs/fatal.s	1020	0	20	67	0	17	356	39.8	2	356	39.8	2	356	39.8	2	8	1.65	1	356	39.8	2	5	2.23881	0	4	0.522388	0	2	0.373134	0	0	16	16	9	5	46.4578	1030	0	17	55	0	17	478	47.7647	2	478	47.7647	2	478	47.7647	2	4	1.29412	1	478	47.7647	2	5	2.10909	0	4	0.6	0	2	0.254545	0	00:00:00.355
20:39:49	15.06.2015	gromacs/pssolve.s	898	0	2	16	0	1	436	220.5	5	436	220.5	5	436	220.5	5	4	2.5	1	436	220.5	5	6	2.5625	1	1	0.125	0	4	0.375	0	0	4	4	3	1	4.65359	904	0	2	13	0	1	442	223.5	5	442	223.5	5	442	223.5	5	1	1	1	442	223.5	5	6	2.92308	1	1	0.153846	0	4	0.461538	0	00:00:00.570
20:39:50	15.06.2015	gromacs/synclib.s	12	0	1	3	0	1	6	6	6	6	6	6	6	6	6	1	1	1	6	6	6	1	1	1	1	0.666667	0	0	0	0	0	0	0	0	0	0.045164	12	0	1	3	0	1	6	6	6	6	6	6	6	6	6	1	1	1	6	6	6	1	1	1	1	0.666667	0	0	0	0	00:00:00.006
20:39:50	15.06.2015	gromacs/mvxvf.s	808	0	6	18	0	4	480	126.833	12	480	126.833	12	480	126.833	12	5	1.66667	1	480	126.833	12	10	4.61111	1	3	0.777778	0	2	0.777778	0	0	6	6	2	4	110.957	800	0	4	16	0	4	530	188.75	34	530	188.75	34	530	188.75	34	5	2	1	530	188.75	34	10	5	1	3	0.875	0	1	0.625	0	00:00:01.1163
20:39:51	15.06.2015	gromacs/f77_wrappers.s	21	0	2	2	0	2	10	8	6	10	8	6	10	8	6	1	1	1	10	8	6	2	1.5	1	0	0	0	0	0	0	0	0	0	0	0	0.090661	21	0	2	2	0	2	10	8	6	10	8	6	10	8	6	1	1	1	10	8	6	2	1.5	1	0	0	0	0	0	0	00:00:00.007
20:39:51	15.06.2015	gromacs/nrjac.s	2892	0	3	29	0	2	804	385.333	6	804	385.333	6	804	385.333	6	2	1.33333	1	804	385.333	6	5	2.89655	1	4	0.482759	0	3	1.17241	0	0	2	2	1	1	9.82046	2888	0	2	28	0	2	807	576.5	346	807	576.5	346	807	576.5	346	2	1.5	1	807	576.5	346	5	2.96429	1	4	0.5	0	3	1.21429	0	00:00:03.3504
20:39:54	15.06.2015	gromacs/mdrun.s	696	0	1	16	0	1	263	263	263	263	263	263	263	263	263	1	1	1	263	263	263	11	3.3125	0	0	0	0	1	0.0625	0	0	0	0	0	0	0.474532	696	0	1	16	0	1	263	263	263	263	263	263	263	263	263	1	1	1	263	263	263	11	3.3125	0	0	0	0	1	0.0625	0	00:00:00.205
20:39:54	15.06.2015	gromacs/rdgroup.s	1001	0	7	46	0	5	421	123.571	11	421	123.571	11	421	123.571	11	4	1.71429	1	421	123.571	11	7	3.41304	1	5	1.15217	0	2	0.630435	0	0	7	7	1	6	4.8098	997	0	6	45	0	5	421	143.667	35	421	143.667	35	421	143.667	35	4	1.83333	1	421	143.667	35	7	3.46667	1	5	1.17778	0	2	0.688889	0	00:00:00.455
20:39:55	15.06.2015	gromacs/ebin.s	679	0	6	16	0	4	184	85.3333	5	184	85.3333	5	184	85.3333	5	1	1	1	184	85.3333	5	5	2.6875	1	5	0.9375	0	2	0.75	0	0	2	2	1	1	0.884013	675	0	5	15	0	4	184	101.8	7	184	101.8	7	184	101.8	7	1	1	1	184	101.8	7	5	2.8	1	5	1	0	2	0.733333	0	00:00:00.115
20:39:55	15.06.2015	gromacs/rando.s	113	0	2	3	0	2	81	45	9	81	45	9	81	45	9	1	1	1	81	45	9	1	0.666667	0	1	0.333333	0	0	0	0	0	0	0	0	0	0.129915	113	0	2	3	0	2	81	45	9	81	45	9	81	45	9	1	1	1	81	45	9	1	0.666667	0	1	0.333333	0	0	0	0	00:00:00.017
20:39:55	15.06.2015	gromacs/dummies.s	4768	0	25	106	0	2	605	163.16	12	605	163.16	12	605	163.16	12	21	2.96	1	605	163.16	12	12	2.93396	1	4	0.0754717	0	2	0.471698	0	0	72	72	43	1	3871.9	4098	0	3	15	0	2	1738	1163.33	24	1738	1163.33	24	1738	1163.33	24	1	1	1	1738	1163.33	24	4	2.26667	1	0	0	0	2	1.2	0	00:00:07.7311
20:40:02	15.06.2015	gromacs/wnblist.s	448	0	3	21	0	2	208	125	35	208	125	35	208	125	35	1	1	1	208	125	35	3	2.80952	1	1	0.142857	0	3	1.38095	0	0	1	1	1	0	12.4153	323	0	2	16	0	2	208	129	50	208	129	50	208	129	50	1	1	1	208	129	50	3	2.8125	1	1	0.0625	0	3	1.625	0	00:00:00.157
20:40:03	15.06.2015	gromacs/futil.s	933	0	18	74	0	18	127	42.2778	3	127	42.2778	3	127	42.2778	3	10	1.94444	1	127	42.2778	3	5	2.17568	1	5	0.689189	0	1	0.027027	0	0	17	17	16	3	11.7229	1089	0	18	62	0	18	146	50.9444	3	146	50.9444	3	146	50.9444	3	2	1.16667	1	146	50.9444	3	5	2.5	1	5	0.967742	0	1	0.016129	0	00:00:00.136
20:40:03	15.06.2015	gromacs/ifunc.s	341	0	1	0	0	1	45	45	45	45	45	45	45	45	45	1	1	1	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212422	341	0	1	0	0	1	45	45	45	45	45	45	45	45	45	1	1	1	45	45	45	0	0	0	0	0	0	0	0	0	00:00:00.019
20:40:03	15.06.2015	gromacs/xvgr.s	1389	0	14	74	0	10	282	72.2857	5	282	72.2857	5	282	72.2857	5	2	1.28571	1	282	72.2857	5	5	2.63514	0	4	0.608108	0	2	0.445946	0	0	8	8	6	2	51.7257	1284	0	11	49	0	10	305	83.1818	15	305	83.1818	15	305	83.1818	15	2	1.09091	1	305	83.1818	15	5	2.85714	0	1	0.510204	0	2	0.55102	0	00:00:00.444
20:40:03	15.06.2015	gromacs/psgather.s	1080	0	3	10	0	2	399	274.333	62	399	274.333	62	399	274.333	62	2	1.33333	1	399	274.333	62	14	5.5	3	0	0	0	1	0.2	0	0	2	2	1	1	49.2816	1114	0	3	9	0	2	433	285.667	62	433	285.667	62	433	285.667	62	1	1	1	433	285.667	62	9	4.55556	3	0	0	0	1	0.111111	0	00:00:00.463
20:40:04	15.06.2015	gromacs/clincs.s	3006	0	2	4	0	2	1200	938.5	677	1200	938.5	677	1200	938.5	677	1	1	1	1200	938.5	677	1	1	1	0	0	0	2	1	0	0	0	0	0	0	7.56047	3006	0	2	4	0	2	1200	938.5	677	1200	938.5	677	1200	938.5	677	1	1	1	1200	938.5	677	1	1	1	0	0	0	2	1	0	00:00:07.7015
20:40:11	15.06.2015	gromacs/xdrd.s	27	0	2	2	0	2	14	11	8	14	11	8	14	11	8	1	1	1	14	11	8	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0.04007	27	0	2	2	0	2	14	11	8	14	11	8	14	11	8	1	1	1	14	11	8	4	3	2	0	0	0	0	0	0	00:00:00.006
20:40:11	15.06.2015	gromacs/filenm.s	3026	0	26	115	0	20	505	92.5385	10	505	92.5385	10	505	92.5385	10	5	1.46154	1	505	92.5385	10	5	2.4087	1	4	0.321739	0	2	0.634783	0	0	18	18	7	1	74.2322	2263	0	21	79	0	20	505	78.8095	10	505	78.8095	10	505	78.8095	10	1	1	1	505	78.8095	10	5	2.49367	1	4	0.265823	0	2	0.759494	0	00:00:01.1071
20:40:12	15.06.2015	gromacs/innerc.s	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00:00:00.006
20:40:12	15.06.2015	gromacs/ghat.s	1783	0	10	46	0	5	291	123.2	5	291	123.2	5	291	123.2	5	3	1.7	1	291	123.2	5	19	3.02174	1	3	0.369565	0	3	1.02174	0	0	12	12	11	1	106.292	1817	0	5	35	0	5	302	257.8	190	302	257.8	190	302	257.8	190	2	1.2	1	302	257.8	190	19	3	1	3	0.485714	0	3	0.914286	0	00:00:00.659
20:40:12	15.06.2015	gromacs/mshift.s	4504	0	20	62	0	10	317	179.35	23	317	179.35	23	317	179.35	23	4	1.3	1	317	179.35	23	8	3.16129	1	5	0.725806	0	2	0.370968	0	0	16	16	9	1	373.137	3417	0	11	41	0	10	349	235.909	40	349	235.909	40	349	235.909	40	1	1	1	349	235.909	40	5	2.87805	1	5	1	0	2	0.219512	0	00:00:02.2016
20:40:14	15.06.2015	gromacs/atomprop.s	875	0	8	39	0	3	257	86.5	49	257	86.5	49	257	86.5	49	4	2.25	1	257	86.5	49	6	3.02564	0	4	0.384615	0	1	0.307692	0	0	15	15	6	9	11.7274	926	0	6	34	0	3	321	125.167	62	321	125.167	62	321	125.167	62	3	2	1	321	125.167	62	6	2.94118	0	4	0.441176	0	1	0.294118	0	00:00:00.188
20:40:15	15.06.2015	gromacs/xtcio.s	451	0	10	29	0	7	86	37.3	5	86	37.3	5	86	37.3	5	6	2	1	86	37.3	5	6	3.17241	1	4	0.689655	0	2	0.137931	0	0	13	13	9	4	7.16162	562	0	9	19	0	7	116	53.8889	5	116	53.8889	5	116	53.8889	5	3	1.22222	1	116	53.8889	5	6	3	1	4	0.473684	0	2	0.105263	0	00:00:00.051
20:40:15	15.06.2015	gromacs/pbc.s	4616	0	23	62	0	15	530	137.435	5	530	137.435	5	530	137.435	5	10	2.56522	1	530	137.435	5	5	1.82258	1	3	0.129032	0	3	0.370968	0	0	44	44	41	4	3972.96	5154	0	16	22	0	15	539	231.625	32	539	231.625	32	539	231.625	32	3	1.1875	1	539	231.625	32	5	1.81818	1	3	0.318182	0	3	0.318182	0	00:00:06.6956
20:40:22	15.06.2015	gromacs/coupling.s	5197	0	13	30	0	6	856	260.846	19	856	260.846	19	856	260.846	19	2	1.23077	1	856	260.846	19	5	2.83333	1	4	0.2	0	2	0.133333	0	0	10	10	9	1	28160	5500	0	7	20	0	6	1966	529.429	19	1966	529.429	19	1966	529.429	19	1	1	1	1966	529.429	19	5	3.2	1	4	0.2	0	2	0.2	0	00:00:38.38278
20:41:00	15.06.2015	gromacs/tables.s	7944	0	8	53	0	1	747	271.375	31	747	271.375	31	747	271.375	31	2	1.125	1	747	271.375	31	8	2.86792	0	5	0.660377	0	3	0.566038	0	0	8	8	6	1	1904.65	1182	0	2	13	0	1	541	400.5	260	541	400.5	260	541	400.5	260	1	1	1	541	400.5	260	7	3.30769	0	5	0.384615	0	3	0.769231	0	00:00:07.7248
20:41:07	15.06.2015	gromacs/ffscanf.s	324	0	2	10	0	1	227	133.5	40	227	133.5	40	227	133.5	40	1	1	1	227	133.5	40	3	1.9	0	0	0	0	2	0.9	0	0	1	1	1	0	3.16383	299	0	1	9	0	1	246	246	246	246	246	246	246	246	246	1	1	1	246	246	246	3	2	0	0	0	0	2	1	0	00:00:00.101
20:41:07	15.06.2015	gromacs/replace.s	556	0	2	18	0	2	289	261	233	289	261	233	289	261	233	1	1	1	289	261	233	5	1.55556	0	4	0.444444	0	1	0.333333	0	0	0	0	0	0	1.48122	556	0	2	18	0	2	289	261	233	289	261	233	289	261	233	1	1	1	289	261	233	5	1.55556	0	4	0.444444	0	1	0.333333	0	00:00:00.402
20:41:08	15.06.2015	gromacs/network.s	296	0	24	18	0	24	23	8.58333	2	23	8.58333	2	23	8.58333	2	1	1	1	23	8.58333	2	3	3	3	2	1.94444	1	0	0	0	0	0	0	0	0	0.242019	296	0	24	18	0	24	23	8.58333	2	23	8.58333	2	23	8.58333	2	1	1	1	23	8.58333	2	3	3	3	2	1.94444	1	0	0	0	00:00:00.019
20:41:08	15.06.2015	gromacs/index.s	2564	0	12	88	0	6	767	182.583	15	767	182.583	15	767	182.583	15	10	2.41667	1	767	182.583	15	6	3.34091	0	5	0.511364	0	4	0.829545	0	0	23	23	3	2	713.579	908	0	6	23	0	6	208	98.8333	15	208	98.8333	15	208	98.8333	15	3	1.33333	1	208	98.8333	15	5	3.52174	1	5	1.47826	0	2	0.391304	0	00:00:06.6151
20:41:14	15.06.2015	gromacs/block_tx.s	315	0	4	19	0	4	80	67.75	57	80	67.75	57	80	67.75	57	6	3.5	1	80	67.75	57	5	3.73684	3	4	1.47368	0	1	0.263158	0	0	10	10	0	10	0.331152	315	0	4	19	0	4	80	67.75	57	80	67.75	57	80	67.75	57	6	3.5	1	80	67.75	57	5	3.73684	3	4	1.47368	0	1	0.263158	0	00:00:00.029
